"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","43/4251","105/18722",2.16002091166122e-05,0.000333739191597312,0.000227090609198503,"PSEN1/SNAP23/RAB5A/SNAP25/ADCY1/NAPB/RIMS2/SYT7/STX1A/SYT1/PCLO/UNC13A/CADPS/CPLX1/SNCA/ERC2/SV2A/P2RX1/RAB3GAP1/CALM3/RIMS3/SYT8/ADRA2A/RAP1A/PREPL/STXBP1/STX4/STXBP5/P2RY1/CNR1/SYP/STX19/CPLX2/CSPG5/RIMS1/CACNB2/SYNJ1/STX2/SYT9/CPLX3/PPFIA2/APBA1/CALM1",43
"GO:0071709","GO:0071709","membrane assembly","25/4251","50/18722",2.17025034182458e-05,0.000334495832782939,0.000227605460651718,"PICALM/CDH2/CAV2/DMKN/SPTBN1/CAV1/EMP2/ANXA2/UGCG/TLCD2/S100A10/LRP4/REEP3/NRXN1/STX4/FLOT2/ANK3/PTPRD/NSFL1C/SYT11/NRXN2/EPHB2/STX2/CEL/NLGN4X",25
"GO:0052548","GO:0052548","regulation of endopeptidase activity","135/4251","432/18722",2.1795865155008e-05,0.000335111426758248,0.000228024337470478,"GSN/PRNP/SERPINA12/SOX2/AQP1/PICALM/KLF4/SERPINB7/WFDC5/SERPINB2/PROS1/CST6/EGLN3/TP63/CAST/REST/CRYAB/RECK/DDX3X/ROCK2/PTTG1/CFLAR/SPINK5/CYFIP2/SERPINB8/F3/SERPINB5/ARRB1/BIRC5/JAK2/IFI6/CARD18/UBE2O/ARL6IP5/ANXA2/SNCA/BEX3/PIDD1/CRIM1/CD109/FAS/BCL2L11/ASPH/PERP/ITIH5/P2RX1/TFPI/SERPINB13/EPHA4/SERPINA5/TIMP3/SMAD3/CSTA/RIPK2/SERPINF1/GAS6/NOL3/CD44/MALT1/A2ML1/APAF1/CASP1/ST20/BCL2L10/PYCARD/TIMP4/GPER1/PAPLN/TNFSF10/LXN/DHCR24/PSME3/RPS6KA1/SLPI/SERPINB12/HDAC1/SPOCK2/ATP13A2/STAT3/PPARG/SOX7/TNFAIP8/APLP2/SERPING1/WFDC3/SFN/SPINT1/RHOA/TIMP2/RPS6KA3/MBP/CST3/WFDC12/C3/PAX2/SERPINE1/ALOX12/CCK/IFT57/FNIP1/MYC/VSIR/SERPINB6/CSTB/SFRP2/DLC1/TNFSF15/IFI16/MMP9/EPHA7/USP47/APP/SERPINA3/WFDC1/BID/MEFV/SERPINB1/DNAJB6/ST18/ARRB2/PCSK1N/APH1A/BOK/MAPT/F2R/NAIP/SERPINH1/CASP8AP2/BAX/SPOCK1/CTSH/SERPINB3/VEGFA/CCN2/S100A8",135
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","56/4251","148/18722",2.24438161533967e-05,0.000344229972445618,0.000234228991126042,"FHL1/FOXM1/AURKA/CCND1/CDC25A/CDC7/DTL/CDC6/CHMP4C/CDC25B/ATF5/KIF14/TPD52L1/BLM/CDC14B/FOXN3/CCNB1/CLSPN/MELK/FBXO5/CDC25C/CCNA2/FBXL3/SKP2/CENPF/CCNB2/RAD51C/CALM3/DONSON/ATAD5/PKMYT1/CDK1/AURKB/BRCA1/BRSK2/TAOK3/KHDRBS1/TICRR/BACH1/TAOK2/PLK1/FZR1/USH1C/CHEK1/PHOX2B/PAXIP1/PPM1D/RNASEH2B/RAB11A/USP47/APP/TAOK1/TOPBP1/CDKN2B/CALM1/ENSA",56
"GO:0048678","GO:0048678","response to axon injury","36/4251","83/18722",2.25874168683039e-05,0.00034558747808505,0.000235152696793254,"ISL1/CTNNA1/KLF4/ARG1/NEFL/NREP/JAM3/JAK2/KLK8/KREMEN1/CHL1/APOD/DHFR/EPHA4/STK24/CDK1/RGMA/NDEL1/INPP5F/SARM1/LAMB2/FKBP1B/GRN/SPP1/MAX/LGALS1/FOLR1/TSPO/NTRK3/KCNK2/KIAA0319/FLRT3/PTPRF/BAX/TNR/PTN",36
"GO:0090183","GO:0090183","regulation of kidney development","18/4251","31/18722",2.27829817588943e-05,0.000347731495312759,0.000236611579030136,"GATA3/WNT2B/OSR1/TACSTD2/LGR4/SOX9/ADIPOQ/HOXB7/BMP4/STAT1/SIX2/PAX2/MYC/SIX4/GREM1/RET/VEGFA/SIX1",18
"GO:0046883","GO:0046883","regulation of hormone secretion","85/4251","249/18722",2.31001241586001e-05,0.000351716210793443,0.000239322952128573,"ISL1/SNAP25/AGTR1/EGFR/UCP2/PTPN11/PASK/CREB1/CCN3/ABCA12/SYT7/STX1A/REST/CRY2/CHGA/TCF7L2/GLUL/VSNL1/JAK2/RAB11FIP1/PFKM/GJA1/CHD7/HMGCR/TRPM4/ADIPOQ/EDN1/SOX11/RAB8B/ANO1/ADRA2A/SFRP1/GLUD1/SCG5/INHBB/SLC16A1/STX4/BRSK2/IRS1/P2RY1/ANXA1/VAMP8/CNR1/PLA2G3/GPER1/AACS/ADCYAP1/KIF5B/MYB/EFNA5/HDAC1/RAC1/SRI/SOX4/RBP4/PPP3CA/FKBP1B/KCNB1/TMF1/GAL/TFR2/SPP1/GPLD1/TFAP2B/RAB11FIP3/ADORA1/ARNTL/ITSN1/TIAM1/TRPM2/FOXA2/CD38/SYT9/LEP/RFX3/DPP4/KLF7/MIDN/NEUROD1/NMU/GPR27/SYBU/ENSA/TAC1/CCL5",85
"GO:0030278","GO:0030278","regulation of ossification","46/4251","115/18722",2.3326429227913e-05,0.000353531674738932,0.000240558272473738,"MAPK1/PTPN11/NBR1/MDK/OSR2/MAPK14/OMD/DDR2/SGMS2/OSR1/ACVR2B/ADRB2/KREMEN1/SOX9/TRPM4/SOX11/ANO6/LRP4/SMAD3/SFRP1/ZBTB16/P2RX7/BMPR1A/BMP4/ATP2B1/ACVR1/TGFB2/ECM1/SIX2/NELL1/BMP2/ACVR2A/TOB2/MEF2C/TWIST1/FBN2/PTGER4/TMEM119/ENPP1/GREM1/ISG15/COMP/EGR2/PTN/TAC1/STATH",46
"GO:0007422","GO:0007422","peripheral nervous system development","35/4251","80/18722",2.33320760946785e-05,0.000353531674738932,0.000240558272473738,"ISL1/NTRK2/CLDN1/PMP22/ONECUT2/NEFH/SCN8A/GSTM3/POU4F1/NAB1/ALDH3A2/ERBB2/EGR3/PLEC/CITED2/UGT8/CDK1/ADGRG6/ADGRB2/NDRG1/SOX10/NHLH2/LAMA2/MYOC/NFASC/EDNRB/POU3F2/DICER1/POU3F1/LAMB2/ERBB3/ITGB4/ARHGEF10/EGR2/BDNF",35
"GO:0007519","GO:0007519","skeletal muscle tissue development","58/4251","155/18722",2.37063792506731e-05,0.000358337631420416,0.000243828453675281,"KLF5/CAV2/MAPK14/HLF/RBFOX1/MEOX2/PAX5/RCAN1/YBX3/DCN/RBM24/CFLAR/CHRNA1/NUPR1/CAV1/NEURL1/DMD/HMGCR/SOX11/NR1D2/NR2F2/MYL6B/SHOX2/PLEC/MYOCD/CYP26B1/HDAC9/CITED2/SRPK3/ZBTB18/MSC/S100B/RHOA/PPP3CA/RIPOR2/EGR1/PRKAA1/ACTA1/KCNAB1/HIVEP3/ELN/PHOX2B/SVIL/ARNTL/PITX1/MEF2C/DDX17/SAP30/HEYL/TWIST1/SIX4/ZNF689/CFL2/POPDC3/MAFF/EGR2/SIX1/FOS",58
"GO:0060996","GO:0060996","dendritic spine development","41/4251","99/18722",2.42499020315418e-05,0.000365592093261226,0.000248764703897954,"PAFAH1B1/PSEN1/PDLIM5/LRP8/ABI2/DNM3/BAIAP2/CDK5R1/NEURL1/ACTR2/EPHB3/EPHA4/ARHGAP33/TANC2/KIF1A/C21orf91/CTNND2/DLG4/ARF6/RELN/NGEF/CAMK2B/ADAM10/CAPRIN1/LZTS3/SRCIN1/PLK2/FOXO6/ZMYND8/HDAC2/CDC42/ARC/ITSN1/TIAM1/EPHB2/MEF2C/PPFIA2/APOE/WASL/CUX2/PPP1R9A",41
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","49/4251","125/18722",2.43028699011528e-05,0.000365592093261226,0.000248764703897954,"PRNP/PICALM/EGFR/SPTBN1/PIK3R1/DAB2/GNAI1/ZDHHC5/PID1/LGALS3/PPP2R5A/LYPLA1/SORBS1/RAP1A/WNK3/DPP10/EPB41/MRAP2/STX4/ARF6/SAPCD2/DLG1/ACSL3/VAMP8/GPER1/ADAM10/KIF5B/ATP2B4/AR/PLK1/RHOQ/EPHA2/HECTD1/AGR2/NUMA1/VTI1B/ITGB1/EPB41L2/GPC6/RAB11A/APPL1/EPHB2/ZDHHC2/PLS1/LRRC15/EZR/ACTB/CNST/PDPK1",49
"GO:0051961","GO:0051961","negative regulation of nervous system development","55/4251","145/18722",2.43795772048347e-05,0.00036586863111466,0.000248952872237735,"CTNNA1/PSEN1/REST/RYK/BRINP1/DYNLT1/PAX6/SEMA3G/CDK5R1/SPART/SEMA3C/APPL2/SOX11/SLIT1/LRP4/RUFY3/BMPR1A/ARHGAP4/NRP1/SOX10/ASCL2/RTN4/SEMA4D/ADCYAP1/RGMA/TRIM11/MAP2/NTN1/DICER1/DLL3/PPP3CA/HOOK3/DIP2B/SPP1/LHX2/HES1/GDI1/IDH2/TSPO/EPHA7/NTRK3/EPHB2/KIAA0319/RAPGEF2/DRAXIN/SEMA4B/CBLN1/DCC/ID1/LDLR/ROBO2/TRAK2/TNR/PTN/SEMA3E",55
"GO:0048844","GO:0048844","artery morphogenesis","33/4251","74/18722",2.45308995807627e-05,0.000367260938114855,0.000249900258258994,"JAG1/MDK/HPGD/MYLK/CHD7/MYOCD/CITED2/BMPR1A/WNT11/NRP1/BMP4/HOXA1/SEC24B/TGFB2/PRDM1/PROX1/SOX4/HES1/EFEMP2/FOLR1/TGFBR1/TFAP2B/PRRX1/EYA1/ACVRL1/ADAMTS9/PDGFRB/APOE/HEY2/LDLR/COMP/VEGFA/SIX1",33
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","30/4251","65/18722",2.52344494320324e-05,0.000376894526874142,0.000256455369541082,"ESPL1/BUB1B/CDC6/BUB1/ZWINT/NDC80/DLGAP5/UBE2C/TRIP13/ANAPC5/CENPE/CCNB1/TACC3/FBXO5/TTK/KNTC1/CENPF/AURKB/CDK5RAP2/SPDL1/MAD2L2/PLK1/CDC23/MAD2L1/NEK6/GEN1/DUSP1/HECW2/CDT1/ANAPC7",30
"GO:0003007","GO:0003007","heart morphogenesis","84/4251","246/18722",2.54162652916436e-05,0.000378708389963136,0.000257689600594111,"ISL1/NOTCH2/PSEN1/GATA3/JAG1/NPY1R/TGFBR3/SLIT3/POU4F1/FGFR2/TMED2/YAP1/OLFM1/AXIN2/PPP1R13L/PARVA/TMEM100/AHI1/WNT16/SEMA3C/MESP1/SOX9/TGFBR2/CHD7/SOX11/SPRY1/SMAD3/SHOX2/CITED2/BMPR1A/ADGRG6/WNT11/SLIT2/GRHL2/SNAI2/ATF2/NRP1/NSD2/RTN4/C2CD3/DSP/STIL/BMP4/CCDC40/NPHP3/SEC24B/TBX3/ACVR1/TGFB2/TBXT/PROX1/SOX4/RBP4/BMP2/GAA/HAS2/IFT57/HES1/PITX2/SFRP2/DLC1/ELN/FOLR1/TGFBR1/NDRG4/TEK/EYA1/ACVRL1/VANGL2/ZFPM2/ADAM15/MEF2C/FKBP1A/HEYL/ADAMTS1/TWIST1/FHL2/MIB1/HEY2/ROBO2/PKP2/VEGFA/SIX1/ACTC1",84
"GO:0021543","GO:0021543","pallium development","62/4251","169/18722",2.56569889158437e-05,0.000381389316277459,0.000259513819041522,"PAFAH1B1/NTRK2/PSEN1/LRP8/CDH2/MDK/GNG12/PAX5/FOXP2/KIF14/NEFL/ALK/TMEM108/TSKU/TACC3/PAX6/TACC2/EZH2/CDK5R1/ASPM/ANXA3/NOTCH2NLA/NDE1/DCLK2/GLI3/CDK5R2/DIXDC1/CDK6/SLIT2/RTN4/RELN/TENT2/KIF5B/ATP2B4/HDAC1/POU3F2/NDEL1/GART/SLC2A1/PROX1/RHOA/KDM1A/ATOH1/SLC38A2/CRK/NPY/LHX2/TRA2B/CSNK2A2/PHLPP2/TACC1/SRD5A1/SUN1/HSD3B1/EFHC1/COL3A1/NEUROD1/BCL2A1/BAX/EMX2/POU3F3/FOXG1",62
"GO:0032271","GO:0032271","regulation of protein polymerization","80/4251","232/18722",2.64462651469678e-05,0.000392192485264608,0.000266864763396677,"GSN/SLAIN2/TMOD3/ARFIP1/STMN1/NCK1/SPTBN1/TWF1/CAMSAP2/EVL/LMOD1/PSRC1/CYFIP2/ABI2/ARPIN/FER/ADD3/ARFGEF1/SNCA/BAIAP2/CDK5R1/ADD2/ACTR2/CCL21/CTTN/ADD1/WASF1/FCHSD2/ARPC5/SLIT2/CDK5RAP2/TPPP3/AVIL/ARF6/FLII/DLG1/CARMIL1/MLST8/PYCARD/PRKCD/PINK1/ACTR3/KANK1/SCIN/CTNNA2/SLAIN1/NCKAP1/MAP2/CYFIP1/CAPZA2/RAC1/SPIRE2/OCLN/RHOA/CDC42EP5/IQGAP2/NUMA1/MAPRE1/CAMSAP1/SNX9/LMOD2/SPTAN1/CAPG/SPIRE1/ELN/MYADM/SVIL/SSH1/CLIP1/MET/NAV3/TMOD2/PAK1/RDX/MAPT/KANK4/BAG4/WASL/PPP1R9A/STMN2",80
"GO:0072175","GO:0072175","epithelial tube formation","51/4251","132/18722",2.66289393920066e-05,0.00039349118294886,0.000267748453582627,"GATA3/RARG/FGFR2/TMED2/CECR2/FZD3/OSR1/GRHL3/SDC4/SOX9/PTK7/KIF20B/SOX11/FUZ/IRX3/SFRP1/CITED2/PODXL/GRHL2/STIL/BMP4/CELSR1/NPHP3/SEC24B/RGMA/TGFB2/IRX1/PROX1/PRKACB/SPINT1/SOX4/HECTD1/ARHGAP35/PAX2/FZD6/IFT57/LHX2/BRD2/SFRP2/DLC1/FOLR1/ADM/VANGL2/TWIST1/SIX4/MIB1/IRX2/GREM1/RET/CTHRC1/SIX1",51
"GO:0043087","GO:0043087","regulation of GTPase activity","112/4251","348/18722",2.66592942377276e-05,0.00039349118294886,0.000267748453582627,"PAFAH1B1/NTRK2/VAV3/PICALM/CAV2/STMN1/F2RL1/GRTP1/ITGA6/PROM2/FGD4/CHN1/TMED2/DYNLT1/FERMT2/ARRB1/LRCH1/ARFGEF1/TBC1D30/SBF1/CPEB2/GRHL3/ERBB2/VAV2/NET1/EZH2/GNAO1/GPSM1/SPRY2/S100A10/DOCK9/STMN3/EPHB3/CCL21/FGD5/IQGAP1/BCL6/RAB3GAP1/SPRY1/ASAP3/RAP1GAP/EPHA4/ARHGAP11A/RGS4/EPHA1/FZD10/AJUBA/SFRP1/IQGAP3/RAP1A/ECT2/FGD6/GPR137B/WNT11/TBC1D4/ARHGAP29/RAP1GDS1/ARHGEF5/SNX13/SBF2/SEMA4D/CCL13/NGEF/MLST8/PYCARD/RGS7/FOXJ1/ADCYAP1/RGS16/RGMA/EFNA5/TIAM2/ARHGAP24/NDEL1/RABGAP1L/EVI5/EPHA2/RGS1/GMIP/RIPOR2/DOCK11/IQGAP2/ARHGAP12/CRK/SNX9/TBC1D10B/CCL4/ITGB1/TTC8/ARHGEF10/ARHGEF26/F11R/PKP4/TBC1D7/TIAM1/NTRK3/ADAP2/ARHGEF19/MET/RAPGEF2/RDX/ARRB2/NEDD9/F2R/CXCL13/XCL1/ADRB1/PTPRN2/RALGAPA2/PLXNC1/CCL5/CCL19",112
"GO:0042445","GO:0042445","hormone metabolic process","76/4251","218/18722",2.71558304180066e-05,0.000399879164817267,0.000272095113281485,"GATA3/CPA3/CTSG/ADH1B/AKR1C2/PTPN11/GHR/AKR1C3/SDR16C5/DGAT2/IDE/CMA1/REST/GFI1/AKR1C1/CPQ/TCF7L2/PPARGC1A/BACE2/PDGFRA/RETSAT/CHST8/RDH12/CORIN/DHCR7/ATP6AP2/NFKB1/CHST9/COMT/PLEKHA1/TIPARP/DUOXA1/CTSK/CYP1B1/CYP26B1/SCG5/PCSK1/CYP46A1/ALDH1A1/DIO2/DUOX1/ESR1/PCSK2/CRABP2/DHRS13/DKK3/RBP4/HSD17B11/BMP2/EGR1/H6PD/CYP2C18/HSD17B4/GAL/SPP1/SCNN1B/CRABP1/AKR1B1/ADM/TSPO/CYP3A5/PCSK5/SRD5A1/STC2/LEP/HSD3B1/PCSK1N/ENPEP/CTSB/DHRS9/RDH13/ARNT/HSD17B2/DHRS2/AKR1B10/KLK6",76
"GO:0050708","GO:0050708","regulation of protein secretion","90/4251","268/18722",2.7549179184977e-05,0.000404721313881407,0.000275389921348655,"ISL1/EXPH5/SNAP25/WLS/ANG/ARFIP1/EGFR/UCP2/PTPN11/CCN3/ABCA12/F2RL1/RHBDF1/ADAM9/SYT7/STX1A/REST/ADTRP/CHGA/TCF7L2/GLUL/VSNL1/JAK2/IGF1/RAB11FIP1/SLC12A2/PFKM/GJA1/HMGCR/TRPM4/KRT20/PARD6A/STXBP5L/ANO1/RHBDD3/FRMD4A/ADRA2A/SFRP1/GLUD1/INHBB/SLC16A1/STX4/STXBP5/BRSK2/ARF6/IRS1/ANXA1/CNR1/GPER1/AACS/KIF5B/SRCIN1/EFNA5/HDAC1/ATP13A2/TGFB2/RAC1/SRI/SOX4/RBP4/PPP3CA/FKBP1B/KCNB1/PAM/CD200/GPLD1/TFAP2B/TLR4/RAB11FIP3/ARNTL/IDH2/TIAM1/TRPM2/FOXA2/CD38/SYT9/LEP/RFX3/DPP4/KLF7/APOE/MIDN/F2R/NEUROD1/NMU/EZR/GPR27/SYBU/ENSA/CCL5",90
"GO:0032392","GO:0032392","DNA geometric change","38/4251","90/18722",2.83286725537113e-05,0.000414914569765712,0.000282325854396866,"DDX3X/POLQ/DNA2/HMGB3/BLM/MCM7/DDX11/TOP2A/RFC4/BRIP1/MCM6/RECQL4/CHTF18/MCM2/MCM4/RAD54B/CHD7/CHD2/DSCC1/RAD54L/MCM5/PIF1/PURA/HMGB2/ANXA1/CHD4/FBH1/RAD51/MCM3/ZRANB3/NAV2/RFC3/HNRNPA2B1/RECQL/MCM8/G3BP1/RFC5/DHX9",38
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","43/4251","106/18722",2.84288432461673e-05,0.000414914569765712,0.000282325854396866,"CHP2/PSEN1/MAPK1/UFM1/PTPN11/MAPK14/PIK3R1/TCF7L2/CHP1/JAK2/BAG3/APOD/FERMT1/PTPN14/SMAD3/GLI3/ECT2/GAS6/CDK1/HSP90AB1/MDFIC/SP100/NUP214/KHDRBS1/PRKCD/BMP4/PIK3R2/CDH1/TXN/SFN/CD36/XPO1/BARD1/PPP1R12A/ZIC1/JUP/CPSF6/LEP/RAB23/DHX9/UHMK1/IFI27/YWHAE",43
"GO:0006270","GO:0006270","DNA replication initiation","19/4251","34/18722",2.8441457835048e-05,0.000414914569765712,0.000282325854396866,"CCNE2/ORC6/CDC6/CCNE1/MCM7/MCM6/CDC45/MCM2/MCM4/MCM10/MCM5/PURA/CDC34/POLA2/TICRR/MCM3/POLA1/TOPBP1/CDT1",19
"GO:0090068","GO:0090068","positive regulation of cell cycle process","81/4251","236/18722",2.85635950793413e-05,0.000415729540447118,0.000282880395766831,"TMOD3/E2F7/EGFR/FEN1/CDCA5/AURKA/ESPL1/CCND1/CDC25A/CDC7/DTL/DDX3X/CDC6/MAP3K20/ROCK2/BTC/CDC25B/NDC80/EREG/KIF14/DLGAP5/UBE2C/SPAG5/CDC14B/DDX11/ANAPC5/IGF1/CCNB1/THOC1/CENPV/EZH2/FBXO5/CDC25C/TGFA/RAD51C/RAD51AP1/CCND3/KIF20B/EDN1/ATAD5/ECT2/SLF1/HYAL1/CDK1/AURKB/PLK4/RACGAP1/ANXA1/HNRNPU/RHNO1/KIF23/CDC23/RHOA/MAD2L1/CENPJ/UBE2E2/RANBP1/CDC42/NUSAP1/SOX15/NUMA1/NSFL1C/DBF4/GEN1/PHOX2B/CCND2/PKP4/SVIL/RAB11A/DYNC1H1/APP/CEP295/ADAMTS1/E2F8/RDX/RGCC/FAM83D/CDT1/PDGFRB/ANAPC7/CCN2",81
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint","50/4251","129/18722",2.87836648687133e-05,0.000417962800281107,0.000284400002540527,"GTSE1/CCND1/DTL/BUB1B/CDC6/MAP3K20/CHMP4C/BUB1/ZWINT/NDC80/TRIP13/BLM/CDC14B/MDC1/FOXN3/CCNB1/CLSPN/PIDD1/TTK/KNTC1/CENPF/DONSON/CDK1/AURKB/BRCA1/CDK5RAP2/EME1/WAC/TAOK3/ATF2/TICRR/PLK2/SPDL1/MAD2L2/TAOK2/PLK1/RFWD3/SOX4/FANCD2/MAD2L1/FZR1/TIPIN/CHEK1/RAD9A/GEN1/STK33/DUSP1/TAOK1/TOPBP1/CDT1",50
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","114/4251","356/18722",2.90113174498615e-05,0.000420295598990719,0.000285987339878907,"CTNNA1/PSEN1/IL20RA/NCK1/TP63/CLU/ITGA6/FIGNL1/SGMS1/DDX3X/PARP1/SERINC3/YBX3/CFLAR/TPD52L1/TCF7L2/NUPR1/YAP1/MCL1/PEA15/IGF1/IFI6/CAV1/RIPK1/ZMYND11/P4HB/MADD/CXCL12/FAS/BCL2L11/NFE2L2/LGALS3/CTTN/HSPB1/G0S2/TIMP3/WFS1/DEPTOR/SFRP1/ITGAV/SRPX/INHBB/IL7/ARMC10/NOL3/FAF1/GNAI3/CD44/BRCA1/STX4/PDIA3/HMGB2/SP100/SNAI2/MAPK8IP2/RIPK3/NRP1/CX3CR1/LTBR/TAF9B/BCL2L10/PYCARD/PRKCD/GPER1/BMP4/MAZ/DDIAS/PINK1/TNFSF10/FBH1/PSME3/LMNA/RNF183/HDAC1/GHITM/ACVR1/PIAS4/GCLC/HELLS/AR/SOD2/FBXW7/BAG5/CCAR2/KDM1A/XBP1/SERPINE1/CD74/SFRP2/FGFR1/TGFBR1/CSNK2A2/EYA1/SCG2/MMP9/FEM1B/USP47/CTSC/BID/GCLM/ARRB2/EYA4/ENO1/BOK/EYA2/GSDME/BAX/NR4A2/RET/ACKR3/CTSH/BDNF/FAIM2/S100A8",114
"GO:0042063","GO:0042063","gliogenesis","99/4251","301/18722",2.92898240697887e-05,0.000423352687534066,0.000288067515408667,"PAFAH1B1/NTRK2/PSEN1/SOX2/PLP1/LRP8/IL6ST/MAPK1/CDH2/EGFR/PTPN11/CREB1/WDR1/MDK/CXCR4/CLU/CNTN2/NAB1/IFNGR1/E2F1/BACE2/PAX6/B4GALT6/ERBB2/EZH2/CDK5R1/LAMC3/GPR157/ASPA/CD9/SOX9/KRAS/SOX11/CDKN2C/ROR1/EPHA4/TENM4/GLI3/CDK5R2/PLEC/CDK6/CDK1/ADGRG6/NDRG1/SOX10/ASCL2/CX3CR1/RTN4/RELN/P2RY1/ANXA1/LAMA2/ADCYAP1/MYOC/CSPG5/B4GALT5/MYB/S100B/HDAC1/STAT3/POU3F2/TGFB2/HEXB/DICER1/POU3F1/SPINT1/RHOA/SOX4/LAMB2/VIM/ERBB3/BMP2/HDAC2/GRN/PAX2/ITGB4/HES1/PHOX2B/SRSF1/ARHGEF10/TLR4/IDH2/SYNJ1/TSPO/TIAM1/METRN/NTRK3/APP/SUN1/UFL1/BOK/MAPT/LDLR/EGR2/PTPRZ1/PTN/FOXG1/PENK/S100A8",99
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","67/4251","187/18722",2.98336425361126e-05,0.000430221700296631,0.000292741489374317,"GSN/TMOD3/ARFIP1/WDR1/NCK1/F2RL1/SPTBN1/TWF1/EVL/LMOD1/CYFIP2/ABI2/ARPIN/FER/ADD3/ARFGEF1/BAIAP2/ADD2/CXCL12/ACTR2/CCL21/CTTN/ADD1/SWAP70/WASF1/FCHSD2/DSTN/ARPC5/SLIT2/AVIL/ARF6/FLII/DLG1/CARMIL1/MLST8/PYCARD/PRKCD/ACTR3/KANK1/SCIN/CTNNA2/PIK3CA/NCKAP1/CYFIP1/CAPZA2/SPIRE2/RHOA/CDC42EP5/IQGAP2/ARHGAP35/SNX9/LMOD2/SPTAN1/CAPG/SPIRE1/ELN/MYADM/SVIL/SSH1/PLEKHH2/TMOD2/RDX/CFL2/KANK4/BAG4/WASL/PPP1R9A",67
"GO:0006836","GO:0006836","neurotransmitter transport","73/4251","208/18722",3.00560175715094e-05,0.000432434399601098,0.000294247105872696,"PSEN1/SNAP23/RAB5A/SNAP25/ADCY1/NAPB/RIMS2/CHRNA3/SYT7/STX1A/SYT1/SYT4/ATP1A2/PCLO/UNC13A/CADPS/CPLX1/LIN7C/CLN8/SNCA/ERC2/SV2A/P2RX1/RAB3GAP1/SLC17A6/CALM3/RIMS3/SLC6A16/SYT8/SLC30A1/ADRA2A/RAP1A/PREPL/STXBP1/NRXN1/SLC22A3/STX4/STXBP5/P2RY1/STXBP3/CNR1/GPER1/SYP/STX19/CPLX2/CSPG5/SYNGR3/RIMS1/SLC6A9/SLC38A2/SYT11/SLC1A6/CACNB2/ITGB1/NRXN2/SYN2/SLC6A3/SYNJ1/RAB3B/STX2/MEF2C/SYT9/CPLX3/PPFIA2/APBA1/MCTP1/RPH3A/SV2C/SLC29A1/PPP1R9A/CALM1/PTPRN2/NOS1",73
"GO:0043200","GO:0043200","response to amino acid","46/4251","116/18722",3.02269745097882e-05,0.000433468640425711,0.000294950848150597,"NTRK2/CREB1/ARG1/ALAD/DNMT3A/PPARGC1A/ATP7A/PDGFRA/BAIAP2/NEURL1/TOMM20/EDN1/MMP2/CASTOR3/HPCA/SESN1/PCNA/NQO1/CEBPB/ASS1/ASNS/GCLC/COL6A1/COL4A1/DNMT1/RRAGD/RHOA/PDGFC/PDGFD/XBP1/CAPN2/COL1A2/PNPLA3/SESN3/F7/AMIGO1/GCLM/UFL1/LAMTOR3/CPEB1/PCK1/PTN/CCN2/SIX1/COL1A1/COL5A2",46
"GO:0050773","GO:0050773","regulation of dendrite development","42/4251","103/18722",3.02661030617666e-05,0.000433468640425711,0.000294950848150597,"PAFAH1B1/LRP8/ELAVL4/CHRNA3/TNIK/CAMSAP2/CAMK1D/ALK/SEZ6/CDC20/PACSIN1/EZH2/BAIAP2/ACTR2/IQGAP1/EPHA4/SDC2/ARF6/RELN/SEMA4D/CAMK2B/CAPRIN1/CYFIP1/LZTS1/RHOA/SARM1/PTPRD/SS18L1/PPP3CA/TMEM106B/CRK/RAP2A/TIAM1/VLDLR/KIAA0319/MARK1/HECW2/RAPGEF2/DCC/ID1/CUX2/PTN",42
